created_at,likes,retweets,text
2019-02-04 20:30:16,0.0,0.0,"@hotstar_helps  hey guys! can you tell us why 40+ episodes of The Shield, starting for season 1 have mysteriously disappeared today? Thanks"
2019-02-04 20:29:28,0.0,0.0,"@dewangmehta As a quick fix, please reinstall the app once and try."
2019-02-04 20:27:18,0.0,0.0,@hotstar_helps I wish in the coming days there will be good and popular movie release on regular time periods. Also… https://t.co/BAnzcKlsLR
2019-02-04 20:25:07,0.0,0.0,@hotstar_helps Yeah I know that those 2 new ones are added. But not much popular and also there was much gap betwee… https://t.co/OmwgksesGR
2019-02-04 20:16:04,0.0,0.0,@hotstar_helps It's back on ! Thanks ! But lagging. Internet speed at my end checked and working fine.
2019-02-04 20:13:29,0.0,0.0,@hotstar_helps The app on iPad as well as my phone. Both don't work.
2019-02-04 20:12:53,0.0,0.0,@dewangmehta Hi! Apologies for the inconvenience caused. Are you watching the match on App or Browser?
2019-02-04 20:00:00,0.0,28.0,RT @Amar_R_Jadhav: Just now watched Kanpur Wale Khuranas  on @hotstar_helps I really loved watching both of you together on screen. It was…
2019-02-04 19:12:22,0.0,0.0,@Vip_Raghuvaran We do not support SBI Debit cards for our monthly plan. You can subscribe to our Annual plan which… https://t.co/WjKGs1isKM
2019-02-04 19:04:06,0.0,0.0,"@vaibhavvats11 Hey! We do not have the rights for this show, however, we will share your request with our content t… https://t.co/NeMfNXXio0"
2019-02-04 19:00:06,0.0,0.0,@chythu14 Hey! We have added 2 new content on our platform in Telugu. Please click on the below links to enjoy:… https://t.co/rtPxGYg53h
2019-02-04 18:59:09,0.0,0.0,"@Vip_Raghuvaran Hey! To begin with, we have introduced ICICI and Canara Bank Debit cards for the Monthly Recurring… https://t.co/262W52vINi"
2019-02-04 18:48:56,0.0,0.0,@hotstar_helps pls upload @SHO_Shameless on your platform anyhow. It's a humble request of a satisfied premium memb… https://t.co/U86rqeNoNn
2019-02-04 17:58:32,0.0,0.0,@hotstar_helps thank you :)
2019-02-04 17:57:33,0.0,0.0,"@arunk_ Sure, we will share your feedback :)"
2019-02-04 17:55:27,0.0,0.0,"@binOyeTeri Hey! We are sorry to hear about the issue. Please follow the steps :

Go to settings &gt; Apps &gt; Hotstar &gt;… https://t.co/UvkSvu4VUd"
2019-02-04 17:45:17,0.0,0.0,"Hi @hotstar_helps 
Episode 3 of 'Origins: Journey of Humankind' doesn't start. Error displayed - Something went wro… https://t.co/qUKh1fxhIO"
2019-02-04 17:37:16,0.0,0.0,@hotstar_helps @HBO any update?
2019-02-04 17:36:08,0.0,0.0,"@srivatsa224 Hey! We are only the streaming partner for this show. For any details on Season 6, we request you to write to HBO."
2019-02-04 17:31:52,0.0,0.0,@armissh Hi! We do not have the rights for this show :(
2019-02-04 17:06:40,0.0,0.0,"@cubaIibre Not at the moment but we will share your feedback with the concerned team, stay tuned!"
2019-02-04 17:06:16,0.0,0.0,@hotstar_helps @HiteshRandhawa I also wish you had extended my subscription for the numerous occasions I had to bea… https://t.co/fGYcd5Hokm
2019-02-04 16:59:49,0.0,0.0,@hotstar_helps U need to take a cue from @NetflixIndia NO ADS!!
2019-02-04 16:58:05,0.0,0.0,@hotstartweets @hotstar_helps https://t.co/KsLBVpJK0t
2019-02-04 16:55:27,0.0,0.0,@hotstar_helps any plans in the future?
2019-02-04 16:49:18,0.0,0.0,@krishna_pai Hey! Live content will continue to have Ads. This includes Live Sports and Live News.
2019-02-04 16:39:55,2.0,0.0,@ImVenky24 Hey! We are giving it some final touches. Please bear with us for a couple of weeks more.
2019-02-04 16:37:38,0.0,0.0,@cubaIibre For now our app is only available on models released after 2016 :(
2019-02-04 16:16:36,0.0,0.0,@hotstar_helps Aajaykumarsinghal@gmail.com
2019-02-04 16:15:37,0.0,0.0,@hotstar_helps @SamsungHelp_IN I think mine is a 2014-15 model . Is there no support for those ? considering it was… https://t.co/aUnKQf4VUb
2019-02-04 16:02:33,0.0,0.0,"@singhal_harsh Hey! Please DM us your registered email ID, we will surely check this for you."
2019-02-04 16:02:16,1.0,0.0,#Lgwebos #HOTSTAR  it's already February when are you going to release the app @hotstar_helps
2019-02-04 15:50:47,0.0,0.0,@hotstar_helps Plz complete my request plz 😢
2019-02-04 15:49:51,0.0,0.0,"@cubaIibre Hey! Hotstar (ver 1.3.1) has launched on all Samsung Smart TVs ('16, '17 &amp; '18 year models). You can fin… https://t.co/Sp0E9FRTHA"
2019-02-04 15:46:25,0.0,28.0,RT @Amar_R_Jadhav: Just now watched Kanpur Wale Khuranas  on @hotstar_helps I really loved watching both of you together on screen. It was…
2019-02-04 15:38:56,0.0,0.0,@hotstar_helps are you providing support to Smasung TV ? Still cant find your app in their store. called samsung su… https://t.co/jcUir8PHAv
2019-02-04 13:24:21,0.0,0.0,@Elysian_Coral Hi! Apologies for the inconvenience caused. Please DM us the name of the content you are trying to download.
2019-02-04 13:07:15,0.0,0.0,@hotstar_helps Oh great. Thanks.
2019-02-04 13:03:55,0.0,0.0,@hotstar_helps Ok doing it now
2019-02-04 13:02:09,3.0,0.0,@__dontAtMe_ Hi! Screenshots cannot be taken from Hotstar app as it has been disabled due to the rights issue &amp; to curb misuse of content.
2019-02-04 12:56:48,0.0,0.0,"@RudyRudraaksh Hi! We do not have the rights for the channel, hence we cannot stream it on our platform."
2019-02-04 12:52:24,0.0,0.0,@RaOne31 This should not happen. We currently do not have any sync issues between the web and app. Nonetheless we w… https://t.co/kTHbw4oMMw
2019-02-04 12:23:02,0.0,0.0,"@hotstar_helps It happened with the show called "" cb strike""."
2019-02-04 12:22:19,0.0,0.0,"@hotstar_helps Hi,
Is there a time limit before which a show is added to the home screen under 'continue watching""… https://t.co/2GZGI1fSS6"
2019-02-04 12:22:00,0.0,28.0,RT @Amar_R_Jadhav: Just now watched Kanpur Wale Khuranas  on @hotstar_helps I really loved watching both of you together on screen. It was…
2019-02-04 11:58:58,0.0,0.0,"@hotstar_helps Sorry state of Indian esports right here..
Anyways the broadcast is up"
2019-02-04 11:57:06,0.0,0.0,@kausheeknaik Hi! Can you please confirm if you're referring to ISL?
2019-02-04 11:47:05,0.0,28.0,RT @Amar_R_Jadhav: Just now watched Kanpur Wale Khuranas  on @hotstar_helps I really loved watching both of you together on screen. It was…
2019-02-04 11:45:59,0.0,0.0,"@Prachi_Thaman Hi! As per the update, the episode is on time."
2019-02-04 11:41:42,0.0,0.0,@hotstar_helps When will you upload all episodes of 'Tere Liye' ?😏
2019-02-04 11:18:41,0.0,0.0,@vinodpoojary7 Hi! We support both. You can either cast using a Chromecast device or access our app on Fire TV Stic… https://t.co/6sbgzIf9Dk
2019-02-04 11:12:15,0.0,28.0,RT @Amar_R_Jadhav: Just now watched Kanpur Wale Khuranas  on @hotstar_helps I really loved watching both of you together on screen. It was…
2019-02-04 11:11:14,0.0,0.0,"@kunalogy6 Hi! While we review this, please DM us your registered ID and error pic (taken using an alternate device… https://t.co/MROzMuveTk"
2019-02-04 11:06:07,0.0,0.0,@hotstar_helps Can you tell me which one casts Hotstar? is it Google Chrome cast or Amazon fire tv stick
